day,hedge_stock,action,stocks,new_allocation$,new_quantity,target_price,signal
29,AMAT,short to hedge,IPGP,-244.6294960930968,-1.8250484638398747,134.04,-99.0
29,AMAT,short to hedge,JBL,-526.5078208122814,-21.61362154401812,24.36,-99.0
29,AMAT,short to hedge,JNPR,-318.50430532155286,-11.556759989896694,27.56,-99.0
29,AMAT,short to hedge,KEYS,-440.0493741471135,-7.675726044777839,57.33,-99.0
29,AMAT,short to hedge,KLAC,-443.73747883047,-4.683739485227676,94.74,-99.0
29,AMAT,short to hedge,LLL,-1002.6495620392843,-5.4394269084754745,184.33,-99.0
29,AMAT,short to hedge,LMT,-2629.536837488072,-8.935189226572671,294.29,-99.0
29,AMAT,short to hedge,LRCX,-439.82863618484305,-3.043375561755072,144.52,-99.0
29,AMAT,short to hedge,MCHP,-533.5188426477412,-7.3084772965444,73.0,-99.0
29,AMAT,short to hedge,MKSI,-488.1196092031113,-6.66738982656893,73.21,-99.0
29,AMAT,short to hedge,MPWR,-427.5311524122707,-3.459549703934866,123.58,-99.0
29,AMAT,short to hedge,MRVL,-254.16153666176282,-16.219625823979758,15.67,-99.0
29,AMAT,short to hedge,MSI,-515.0320398390922,-4.14980291547089,124.11,-99.0
29,AMAT,short to hedge,MU,-230.48338415347123,-6.335442115268588,36.38,-99.0
29,AMAT,short to hedge,MXIM,-632.466271868369,-12.049271706389197,52.49,-99.0
29,AMAT,short to hedge,NCR,-302.5149672984469,-11.830855193525494,25.57,-99.0
29,AMAT,short to hedge,NOC,-1954.9097066122354,-7.3023409906698875,267.71,-99.0
29,AMAT,short to hedge,NTAP,-78.70037772253511,-1.1940582267111988,65.91,-99.0
29,AMAT,short to hedge,NVDA,-51.36847257779132,-0.3549752786800589,144.71,-99.0
29,AMAT,short to hedge,NXPI,-404.2379377063093,-4.862135406619068,83.14,-99.0
29,AMAT,short to hedge,OLED,-80.04042209660766,-0.911725960776941,87.79,-99.0
29,AMAT,short to hedge,ON,-351.5443295075744,-18.920577476188075,18.58,-99.0
29,AMAT,short to hedge,PANW,-142.58068473786085,-0.8540834116320885,166.94,-99.0
29,AMAT,short to hedge,PSTG,-310.6478323624012,-18.370658330124257,16.91,-99.0
29,AMAT,short to hedge,QCOM,-3470.289262242702,-62.787936715084165,55.27,-99.0
29,AMAT,short to hedge,QRVO,-330.8623871820144,-5.2038752309219,63.58,-99.0
29,AMAT,short to hedge,RTN,-2103.1614702745424,-12.207809787987824,172.28,-99.0
29,AMAT,short to hedge,SATS,-2607.8635458563854,-62.28477539661776,41.87,-99.0
29,AMAT,short to hedge,SPR,-382.58376445571,-4.835487417286527,79.12,-99.0
29,AMAT,short to hedge,ST,-174.69254141583554,-3.7568288476523772,46.5,-99.0
29,AMAT,short to hedge,SWKS,-384.77438760004884,-5.471763191126975,70.32,-99.0
29,AMAT,short to hedge,TDC,-736.4414127963261,-20.44534738468423,36.02,-99.0
29,AMAT,short to hedge,TDG,-497.2448506433511,-1.4681415177399721,338.69,-99.0
29,AMAT,short to hedge,TDY,-580.7142104231916,-2.7018760081105087,214.93,-99.0
29,AMAT,short to hedge,TER,-456.7081701370733,-12.753648984559431,35.81,-99.0
29,AMAT,short to hedge,TRMB,-265.24308500970017,-7.3556041322712185,36.06,-99.0
29,AMAT,short to hedge,TXN,-583.3213315187447,-6.068046723382344,96.13,-99.0
29,AMAT,short to hedge,UBNT,-12.562258452189527,-0.11553626829936105,108.73,-99.0
29,AMAT,short to hedge,WDC,-65.73715406179991,-1.4016450759445611,46.9,-99.0
29,AMAT,short to hedge,XLNX,-161.8484832076473,-1.871080730724246,86.5,-99.0
29,AMAT,short to hedge,XRX,-154.74258018646785,-6.143016283702574,25.19,-99.0
29,AMAT,short to hedge,ZBRA,-400.8632247498351,-2.439231013446727,164.34,-99.0
29,,sell to open,HXL,-10000.0,-168.23687752355318,59.44,1.9808401235024968
29,HXL,long to hedge,AAPL,257.1515559924396,1.454641678880188,176.78,-99.0
29,HXL,long to hedge,ADI,420.57745186376354,4.689757491790405,89.68,-99.0
29,HXL,long to hedge,AMAT,273.6972084698041,7.777698450406482,35.19,-99.0
29,HXL,long to hedge,AMD,123.33109449791176,6.5846820340582894,18.73,-99.0
29,HXL,long to hedge,ANET,143.45781973450534,0.6549987203657444,219.02,-99.0
29,HXL,long to hedge,APH,471.56253176429465,5.556292350233234,84.87,-99.0
29,HXL,long to hedge,ARRS,446.37070325261124,14.54924065360532,30.68,-99.0
29,HXL,long to hedge,AVGO,168.66235727960535,0.7333145968678493,230.0,-99.0
29,HXL,long to hedge,BA,229.34470001528072,0.7227552628743248,317.32,-99.0
29,HXL,long to hedge,BWXT,0.0,0.0,43.19,-99.0
29,HXL,long to hedge,CDNS,12.262973167994373,0.28478804384566586,43.06,-99.0
29,HXL,long to hedge,CGNX,156.24783681935278,3.821174781593367,40.89,-99.0
29,HXL,long to hedge,COHR,139.3755843519815,1.0952033973910222,127.26,-99.0
29,HXL,long to hedge,COL,56.69326277820767,0.4371781522070301,129.68,-99.0
29,HXL,long to hedge,COMM,1608.4203964478818,90.20865936331363,17.83,-99.0
29,HXL,long to hedge,CSCO,453.79378225376064,10.109017203247063,44.89,-99.0
29,HXL,long to hedge,CW,707.4136340064064,6.600855034117816,107.17,-99.0
29,HXL,long to hedge,CY,272.42605513759486,19.89963879748684,13.69,-99.0
29,HXL,long to hedge,DLB,300.7629384917951,4.453108357888586,67.54,-99.0
29,HXL,long to hedge,DVMT,126.06847197598941,1.2240845905038296,102.99,-99.0
29,HXL,long to hedge,FFIV,346.8759316194016,2.0571458404661467,168.62,-99.0
29,HXL,long to hedge,FLIR,0.0,0.0,45.37,-99.0
29,HXL,long to hedge,FSLR,120.04040153416912,2.8178498012715756,42.6,-99.0
29,HXL,long to hedge,FTNT,91.22473098098166,1.330970688371486,68.54,-99.0
29,HXL,long to hedge,FTV,377.39365562227596,5.109581040106634,73.86,-99.0
29,HXL,long to hedge,GD,661.9441443120877,3.7450870965323206,176.75,-99.0
29,HXL,long to hedge,GLW,237.57936346656652,7.7362215391262295,30.71,-99.0
29,HXL,long to hedge,GRMN,342.1308447647952,5.2538520387714245,65.12,-99.0
29,HXL,long to hedge,HEI,355.22485961316914,4.368234869812705,81.32,-99.0
29,HXL,long to hedge,HEI.A,292.685657317622,4.569643361711506,64.05,-99.0
29,HXL,long to hedge,HII,966.4839546157294,4.5935549173751395,210.4,-99.0
29,HXL,long to hedge,HPE,349.37348722020494,23.766903892530948,14.7,-99.0
29,HXL,long to hedge,HPQ,522.2900403713347,23.048986777199236,22.66,-99.0
29,HXL,long to hedge,HRS,662.8921789334663,4.578300842140108,144.79,-99.0
29,HXL,long to hedge,HXL,698.2447821824733,11.747052190149281,59.44,-99.0
29,HXL,long to hedge,INTC,189.08097574346806,4.0204332499142685,47.03,-99.0
29,HXL,long to hedge,IPGP,146.05699563701356,1.0896523100344193,134.04,-99.0
29,HXL,long to hedge,JBL,314.3535498187331,12.90449711899561,24.36,-99.0
29,HXL,long to hedge,JNPR,190.1642388823643,6.90000866772004,27.56,-99.0
29,HXL,long to hedge,KEYS,262.7331967172751,4.582822199847813,57.33,-99.0
29,HXL,long to hedge,KLAC,264.935194016247,2.7964449442289108,94.74,-99.0
29,HXL,long to hedge,LLL,598.6358351999147,3.247631070362473,184.33,-99.0
29,HXL,long to hedge,LMT,1569.9752341156848,5.334789609282288,294.29,-99.0
29,HXL,long to hedge,LRCX,262.6014042551756,1.8170592599998312,144.52,-99.0
29,HXL,long to hedge,MCHP,318.53950777550807,4.363554901034357,73.0,-99.0
29,HXL,long to hedge,MKSI,291.4337182160079,3.9807911243820233,73.21,-99.0
29,HXL,long to hedge,MPWR,255.25914356134138,2.065537656265912,123.58,-99.0
29,HXL,long to hedge,MRVL,151.7481376701053,9.683990917045648,15.67,-99.0
29,HXL,long to hedge,MSI,307.5018899890674,2.477656030852207,124.11,-99.0
29,HXL,long to hedge,MU,137.6110042792898,3.7826004474791035,36.38,-99.0
29,HXL,long to hedge,MXIM,377.61645666670415,7.1940647107392675,52.49,-99.0
29,HXL,long to hedge,NCR,180.61774219583728,7.06365827907068,25.57,-99.0
29,HXL,long to hedge,NOC,1167.1864719892867,4.359891195656818,267.71,-99.0
29,HXL,long to hedge,NTAP,46.98836775299231,0.7129171256712534,65.91,-99.0
29,HXL,long to hedge,NVDA,30.669747086914082,0.21193937590293746,144.71,-99.0
29,HXL,long to hedge,NXPI,241.35183878814303,2.902956925524934,83.14,-99.0
29,HXL,long to hedge,OLED,47.78844647785233,0.5443495441149598,87.79,-99.0
29,HXL,long to hedge,ON,209.89091430562587,11.296604645082125,18.58,-99.0
29,HXL,long to hedge,PANW,85.12835443504723,0.5099338351206855,166.94,-99.0
29,HXL,long to hedge,PSTG,185.4735010316824,10.968273272127876,16.91,-99.0
29,HXL,long to hedge,QCOM,2071.949751479132,37.48778272985583,55.27,-99.0
29,HXL,long to hedge,QRVO,197.5426799011382,3.1069940217228407,63.58,-99.0
29,HXL,long to hedge,RTN,1255.700766235164,7.288720491265174,172.28,-99.0
29,HXL,long to hedge,SATS,1557.035110737904,37.187368300403726,41.87,-99.0
29,HXL,long to hedge,SPR,228.42313011442567,2.8870466394644296,79.12,-99.0
29,HXL,long to hedge,ST,104.30086382421119,2.243029329552929,46.5,-99.0
29,HXL,long to hedge,SWKS,229.73105021459736,3.266937574155253,70.32,-99.0
29,HXL,long to hedge,TDC,439.6952204601479,12.206974471408879,36.02,-99.0
29,HXL,long to hedge,TDG,296.8819792413937,0.8765596245575414,338.69,-99.0
29,HXL,long to hedge,TDY,346.7176863490475,1.6131656183364234,214.93,-99.0
29,HXL,long to hedge,TER,272.6793958963696,7.614615914447629,35.81,-99.0
29,HXL,long to hedge,TRMB,158.36441937184293,4.391692162280724,36.06,-99.0
29,HXL,long to hedge,TXN,348.2742781769333,3.622950984884358,96.13,-99.0
29,HXL,long to hedge,UBNT,7.50034544993799,0.06898138002334213,108.73,-99.0
29,HXL,long to hedge,WDC,39.24862445998774,0.8368576643920627,46.9,-99.0
29,HXL,long to hedge,XLNX,96.63226872985275,1.1171360546803786,86.5,-99.0
29,HXL,long to hedge,XRX,92.38966159074279,3.6677118535427864,25.19,-99.0
29,HXL,long to hedge,ZBRA,239.33695324313766,1.456352398948142,164.34,-99.0
29,,sell to open,KEYS,-10000.0,-174.4287458573173,57.33,3.5521164521446758
29,KEYS,long to hedge,AAPL,330.09703160252866,1.8672758886894936,176.78,-99.0
29,KEYS,long to hedge,ADI,539.8815024991156,6.020088118857221,89.68,-99.0
29,KEYS,long to hedge,AMAT,351.33614387477024,9.983976808035528,35.19,-99.0
29,KEYS,long to hedge,AMD,158.31608733974986,8.452540701534963,18.73,-99.0
29,KEYS,long to hedge,ANET,184.152105445254,0.8408004083885215,219.02,-99.0
29,KEYS,long to hedge,APH,605.3293799822209,7.13243054061766,84.87,-99.0
29,KEYS,long to hedge,ARRS,572.9914546671155,18.6763837896713,30.68,-99.0
29,KEYS,long to hedge,AVGO,216.50634493037933,0.9413319344799101,230.0,-99.0
29,KEYS,long to hedge,BA,294.4022811631067,0.9277772632141268,317.32,-99.0
29,KEYS,long to hedge,BWXT,0.0,0.0,43.19,-99.0
29,KEYS,long to hedge,CDNS,15.741577085753322,0.36557308606022576,43.06,-99.0
29,KEYS,long to hedge,CGNX,200.57023154820433,4.905116936859974,40.89,-99.0
29,KEYS,long to hedge,COHR,178.91187356381224,1.4058767371036636,127.26,-99.0
29,KEYS,long to hedge,COL,72.77528491991194,0.5611912779141883,129.68,-99.0
29,KEYS,long to hedge,COMM,2064.676592709468,115.79790200277444,17.83,-99.0
29,KEYS,long to hedge,CSCO,582.5202181007014,12.976614348422842,44.89,-99.0
29,KEYS,long to hedge,CW,908.083716621718,8.473301452101502,107.17,-99.0
29,KEYS,long to hedge,CY,349.70440596809294,25.544514679919136,13.69,-99.0
29,KEYS,long to hedge,DLB,386.0795351948576,5.716309375108937,67.54,-99.0
29,KEYS,long to hedge,DVMT,161.82996916870368,1.5713173042888018,102.99,-99.0
29,KEYS,long to hedge,FFIV,445.27327443156764,2.6406907509878286,168.62,-99.0
29,KEYS,long to hedge,FLIR,0.0,0.0,45.37,-99.0
29,KEYS,long to hedge,FSLR,154.09193254101817,3.6171815150473745,42.6,-99.0
29,KEYS,long to hedge,FTNT,117.10219986554006,1.7085234879711124,68.54,-99.0
29,KEYS,long to hedge,FTV,484.4478773840391,6.559001860060102,73.86,-99.0
29,KEYS,long to hedge,GD,849.7160216698056,4.807445667155902,176.75,-99.0
29,KEYS,long to hedge,GLW,304.97284897874613,9.930734255250606,30.71,-99.0
29,KEYS,long to hedge,GRMN,439.182161821509,6.744197816669364,65.12,-99.0
29,KEYS,long to hedge,HEI,455.99051989862187,5.607360057779413,81.32,-99.0
29,KEYS,long to hedge,HEI.A,375.71099385462196,5.865901543397689,64.05,-99.0
29,KEYS,long to hedge,HII,1240.6438035300282,5.896596024382263,210.4,-99.0
29,KEYS,long to hedge,HPE,448.47930477000233,30.508796242857304,14.7,-99.0
29,KEYS,long to hedge,HPQ,670.4466216304417,29.587229551211017,22.66,-99.0
29,KEYS,long to hedge,HRS,850.932982668411,5.877014867521314,144.79,-99.0
29,KEYS,long to hedge,HXL,896.3139617835529,15.079306221123032,59.44,-99.0
29,KEYS,long to hedge,INTC,242.7170568132342,5.160898507617142,47.03,-99.0
29,KEYS,long to hedge,IPGP,187.48858243727344,1.3987509880429234,134.04,-99.0
29,KEYS,long to hedge,JBL,403.5253579096843,16.565080373960768,24.36,-99.0
29,KEYS,long to hedge,JNPR,244.10760623151035,8.857315175308793,27.56,-99.0
29,KEYS,long to hedge,KEYS,337.26200102155167,5.882818786351852,57.33,-99.0
29,KEYS,long to hedge,KLAC,340.0886328464385,3.5897048009968175,94.74,-99.0
29,KEYS,long to hedge,LLL,768.4492183908939,4.168877656327748,184.33,-99.0
29,KEYS,long to hedge,LMT,2015.3257967698596,6.848094725508374,294.29,-99.0
29,KEYS,long to hedge,LRCX,337.09282335370233,2.3324994696491994,144.52,-99.0
29,KEYS,long to hedge,MCHP,408.8987350631363,5.601352535111456,73.0,-99.0
29,KEYS,long to hedge,MKSI,374.10392062655984,5.11001120921404,73.21,-99.0
29,KEYS,long to hedge,MPWR,327.66780373469646,2.6514630501270147,123.58,-99.0
29,KEYS,long to hedge,MRVL,194.79411509991542,12.431022022968438,15.67,-99.0
29,KEYS,long to hedge,MSI,394.73010655452856,3.180485912130598,124.11,-99.0
29,KEYS,long to hedge,MU,176.64673990839847,4.855600327333658,36.38,-99.0
29,KEYS,long to hedge,MXIM,484.7338797888072,9.234785288413168,52.49,-99.0
29,KEYS,long to hedge,NCR,231.85308104979765,9.067386822440268,25.57,-99.0
29,KEYS,long to hedge,NOC,1498.2790527684735,5.596649556492001,267.71,-99.0
29,KEYS,long to hedge,NTAP,60.317428977823354,0.9151483686515454,65.91,-99.0
29,KEYS,long to hedge,NVDA,39.36975000722255,0.27205963656431864,144.71,-99.0
29,KEYS,long to hedge,NXPI,309.8154520135215,3.7264307434871484,83.14,-99.0
29,KEYS,long to hedge,OLED,61.34446383711232,0.6987636842136042,87.79,-99.0
29,KEYS,long to hedge,ON,269.4300934918894,14.501081458121067,18.58,-99.0
29,KEYS,long to hedge,PANW,109.27648092879213,0.6545853655732127,166.94,-99.0
29,KEYS,long to hedge,PSTG,238.08625965804745,14.079613226377733,16.91,-99.0
29,KEYS,long to hedge,QCOM,2659.694046778262,48.12183909495679,55.27,-99.0
29,KEYS,long to hedge,QRVO,253.57906934886051,3.9883464823664756,63.58,-99.0
29,KEYS,long to hedge,RTN,1611.9019537545987,9.35629181422451,172.28,-99.0
29,KEYS,long to hedge,SATS,1998.7149841341336,47.73620692940372,41.87,-99.0
29,KEYS,long to hedge,SPR,293.21929205960924,3.7060072302781752,79.12,-99.0
29,KEYS,long to hedge,ST,133.88760339822298,2.8793032988865157,46.5,-99.0
29,KEYS,long to hedge,SWKS,294.8982262623354,4.193660783025248,70.32,-99.0
29,KEYS,long to hedge,TDC,564.422356005427,15.669693392710354,36.02,-99.0
29,KEYS,long to hedge,TDG,381.09767489312355,1.1252108857454415,338.69,-99.0
29,KEYS,long to hedge,TDY,445.0701401599998,2.0707678786581667,214.93,-99.0
29,KEYS,long to hedge,TER,350.0296112040976,9.774633097014732,35.81,-99.0
29,KEYS,long to hedge,TRMB,203.28721926007037,5.6374714159753285,36.06,-99.0
29,KEYS,long to hedge,TXN,447.0682861164528,4.650663540169071,96.13,-99.0
29,KEYS,long to hedge,UBNT,9.6279478436866,0.08854913863410835,108.73,-99.0
29,KEYS,long to hedge,WDC,50.38217396244439,1.0742467795830362,46.9,-99.0
29,KEYS,long to hedge,XLNX,124.04367899558837,1.4340309710472643,86.5,-99.0
29,KEYS,long to hedge,XRX,118.59758314183794,4.708121601502102,25.19,-99.0
29,KEYS,long to hedge,ZBRA,307.22900941993805,1.8694718840205553,164.34,-99.0
29,,buy to open,PSTG,10000.0,591.3660555884093,16.91,-2.9956448069425234
29,PSTG,short to hedge,AAPL,-601.2158383647919,-3.400926792424437,176.78,-99.0
29,PSTG,short to hedge,ADI,-983.3027233443406,-10.964570956114413,89.68,-99.0
29,PSTG,short to hedge,AMAT,-639.8992843469879,-18.184122885677407,35.19,-99.0
29,PSTG,short to hedge,AMD,-288.3459409329393,-15.394871379227938,18.73,-99.0
29,PSTG,short to hedge,ANET,-335.40187236588844,-1.5313755472828436,219.02,-99.0
29,PSTG,short to hedge,APH,-1102.5049480331732,-12.990514292838142,84.87,-99.0
29,PSTG,short to hedge,ARRS,-1043.6068937704213,-34.01587007074385,30.68,-99.0
29,PSTG,short to hedge,AVGO,-394.32964012639036,-1.7144766962016973,230.0,-99.0
29,PSTG,short to hedge,BA,-536.2038956445695,-1.689789158088269,317.32,-99.0
29,PSTG,short to hedge,BWXT,-0.0,-0.0,43.19,-99.0
29,PSTG,short to hedge,CDNS,-28.670616693672454,-0.6658294633923003,43.06,-99.0
29,PSTG,short to hedge,CGNX,-365.30470851513826,-8.933839777821918,40.89,-99.0
29,PSTG,short to hedge,COHR,-325.85767747103563,-2.560566379624671,127.26,-99.0
29,PSTG,short to hedge,COL,-132.54785637710742,-1.0221148702738079,129.68,-99.0
29,PSTG,short to hedge,COMM,-3760.458743332959,-210.90626715271785,17.83,-99.0
29,PSTG,short to hedge,CSCO,-1060.9619225887395,-23.6347053372408,44.89,-99.0
29,PSTG,short to hedge,CW,-1653.9206982373853,-15.432683570377767,107.17,-99.0
29,PSTG,short to hedge,CY,-636.9273500984672,-46.52500731179454,13.69,-99.0
29,PSTG,short to hedge,DLB,-703.178487551984,-10.411289421853478,67.54,-99.0
29,PSTG,short to hedge,DVMT,-294.74588157903725,-2.861888354005605,102.99,-99.0
29,PSTG,short to hedge,FFIV,-810.9898586157427,-4.80957097981107,168.62,-99.0
29,PSTG,short to hedge,FLIR,-0.0,-0.0,45.37,-99.0
29,PSTG,short to hedge,FSLR,-280.6523583630721,-6.588083529649579,42.6,-99.0
29,PSTG,short to hedge,FTNT,-213.2818248159696,-3.111786180565649,68.54,-99.0
29,PSTG,short to hedge,FTV,-882.3397633462934,-11.946111066156151,73.86,-99.0
29,PSTG,short to hedge,GD,-1547.6138269408616,-8.755948101504167,176.75,-99.0
29,PSTG,short to hedge,GLW,-555.4563947064931,-18.087150592852268,30.71,-99.0
29,PSTG,short to hedge,GRMN,-799.8959285774979,-12.283414136632338,65.12,-99.0
29,PSTG,short to hedge,HEI,-830.5095061786288,-10.212856691817867,81.32,-99.0
29,PSTG,short to hedge,HEI.A,-684.2939455001309,-10.68374622170384,64.05,-99.0
29,PSTG,short to hedge,HII,-2259.6225747025965,-10.739651020449603,210.4,-99.0
29,PSTG,short to hedge,HPE,-816.8290999090904,-55.56660543599254,14.7,-99.0
29,PSTG,short to hedge,HPQ,-1221.1049755447139,-53.88812778220273,22.66,-99.0
29,PSTG,short to hedge,HRS,-1549.8303152972758,-10.703987259460432,144.79,-99.0
29,PSTG,short to hedge,HXL,-1632.4840831063048,-27.46440247487054,59.44,-99.0
29,PSTG,short to hedge,INTC,-442.06801281725194,-9.399702590203104,47.03,-99.0
29,PSTG,short to hedge,IPGP,-341.4787001465065,-2.547588034515865,134.04,-99.0
29,PSTG,short to hedge,JBL,-734.953099030731,-30.17048846595776,24.36,-99.0
29,PSTG,short to hedge,JNPR,-444.6006630814421,-16.132099531256973,27.56,-99.0
29,PSTG,short to hedge,KEYS,-614.2656167139136,-10.71455811466795,57.33,-99.0
29,PSTG,short to hedge,KLAC,-619.4138478691523,-6.5380393484183275,94.74,-99.0
29,PSTG,short to hedge,LLL,-1399.600107982647,-7.592904616625871,184.33,-99.0
29,PSTG,short to hedge,LMT,-3670.574626499919,-12.472644760270205,294.29,-99.0
29,PSTG,short to hedge,LRCX,-613.9574882435822,-4.248252755629547,144.52,-99.0
29,PSTG,short to hedge,MCHP,-744.7397954892828,-10.201915006702503,73.0,-99.0
29,PSTG,short to hedge,MKSI,-681.3669337865377,-9.30701999435238,73.21,-99.0
29,PSTG,short to hedge,MPWR,-596.7914112136372,-4.829190898313944,123.58,-99.0
29,PSTG,short to hedge,MRVL,-354.78449063831664,-22.641001317059136,15.67,-99.0
29,PSTG,short to hedge,MSI,-718.9340382368546,-5.792716446997458,124.11,-99.0
29,PSTG,short to hedge,MU,-321.7321201370706,-8.84365365962261,36.38,-99.0
29,PSTG,short to hedge,MXIM,-882.8606682896738,-16.819597414548937,52.49,-99.0
29,PSTG,short to hedge,NCR,-422.2811208695109,-16.514709459112666,25.57,-99.0
29,PSTG,short to hedge,NOC,-2728.861548501438,-10.193349327636017,267.71,-99.0
29,PSTG,short to hedge,NTAP,-109.85798162092009,-1.6667877654516778,65.91,-99.0
29,PSTG,short to hedge,NVDA,-71.70533204099029,-0.4955105524220184,144.71,-99.0
29,PSTG,short to hedge,NXPI,-564.2763759989214,-6.78706249698005,83.14,-99.0
29,PSTG,short to hedge,OLED,-111.72855168015278,-1.2726797093080393,87.79,-99.0
29,PSTG,short to hedge,ON,-490.721285050749,-26.411263996272822,18.58,-99.0
29,PSTG,short to hedge,PANW,-199.02860312378124,-1.1922163838731354,166.94,-99.0
29,PSTG,short to hedge,PSTG,-433.6338000633933,-25.643630991330177,16.91,-99.0
29,PSTG,short to hedge,QCOM,-4844.182264725915,-87.64578007465016,55.27,-99.0
29,PSTG,short to hedge,QRVO,-461.85132907802557,-7.264097657722957,63.58,-99.0
29,PSTG,short to hedge,RTN,-2935.8064196569817,-17.04090097316567,172.28,-99.0
29,PSTG,short to hedge,SATS,-3640.320844464298,-86.94341639513489,41.87,-99.0
29,PSTG,short to hedge,SPR,-534.0492813416695,-6.749864526563062,79.12,-99.0
29,PSTG,short to hedge,ST,-243.85359460196605,-5.244163324773464,46.5,-99.0
29,PSTG,short to hedge,SWKS,-537.1071756503549,-7.6380428846751265,70.32,-99.0
29,PSTG,short to hedge,TDC,-1027.9997318068413,-28.539692720900643,36.02,-99.0
29,PSTG,short to hedge,TDG,-694.104872732176,-2.049381064490171,338.69,-99.0
29,PSTG,short to hedge,TDY,-810.6198839425733,-3.7715529890781805,214.93,-99.0
29,PSTG,short to hedge,TER,-637.519656359617,-17.80283877016523,35.81,-99.0
29,PSTG,short to hedge,TRMB,-370.2532414876591,-10.267699431160818,36.06,-99.0
29,PSTG,short to hedge,TXN,-814.2591683994862,-8.470396009565029,96.13,-99.0
29,PSTG,short to hedge,UBNT,-17.535676423605224,-0.16127725948317137,108.73,-99.0
29,PSTG,short to hedge,WDC,-91.76259722912262,-1.9565585763139153,46.9,-99.0
29,PSTG,short to hedge,XLNX,-225.92455345367767,-2.6118445485974298,86.5,-99.0
29,PSTG,short to hedge,XRX,-216.0054121980539,-8.575046137278836,25.19,-99.0
29,PSTG,short to hedge,ZBRA,-559.5656088504422,-3.4049264260097494,164.34,-99.0
